,Sifra,Naslov
10787,2040110030189,spominska ulica
10788,2020700330003,sprehajalna pot
10789,2020960220000,spuhlja
10790,2090520340000,srakovlje
10791,2020700200475,srbska ulica
10792,2021180120000,srebotje
10793,2041330240072,srebotnikova cesta
10794,2070851830000,srebrniče
10795,1080610111091,srebrničeva ulica
10796,2110360090032,srebrničeva ulica
10797,2120500410121,srebrničeva ulica
10798,2110440050008,srebrničeva ulica
10799,2120500020020,srebrničeva ulica
10800,2041490090000,srebrnik
10801,2071090460000,sredgora
10802,2010780250000,središče
10803,1080610111092,središka ulica
10804,2020700020021,sredma
10805,2061100870000,srednik
10806,2090950130000,srednja bela
10807,2010150060000,srednja bistrica
10808,2091020410000,srednja dobrava
10809,2110360300000,srednja kanomlja
10810,1080610111093,srednja pot
10811,2091310130011,srednja pot
10812,2071090440030,srednja pot
10813,2020700180018,srednja ulica
10814,2021600040027,srednja ulica
10815,2071090470000,srednja vas
10816,2091020420000,srednja vas
10817,2090520350000,srednja vas - goriče
10818,2070660120000,srednja vas pri dragi
10819,1080430780000,srednja vas pri kamniku
10820,1080210350000,srednja vas pri polh. grad.
10821,2091170070000,srednja vas pri šenčurju
10822,2090040190000,srednja vas v bohinju
10823,2070660130000,srednja vas-loški potok
10824,2090270570000,srednja vas-poljane
10825,2020700410000,srednje
10826,2110440090014,srednje
10827,2060541490000,srednje arto
10828,2090520360000,srednje bitnje
10829,2090270580000,srednje brdo
10830,1080610270000,srednje gameljne
10831,2071090440031,srednje gorenjce
10832,2070851840000,srednje grčevje
10833,2071301650000,srednje laknice
10834,2060541500000,srednje pijavško
10835,1081230090011,srednjevaška ulica
10836,2030760080000,srednji dolič
10837,2020580500000,srednji gasteraj
10838,2071700240000,srednji globodol
10839,2071930370000,srednji lipovec
10840,2071650440000,srednji potok
10841,2070170920000,srednji radenci
10842,1080210360000,srednji vrh
10843,2090530090000,srednji vrh
10844,2060541510000,sremič
10845,2060540850049,sremiška cesta
10846,1081340700000,srnjak
10847,2071650450000,srobotnik ob kolpi
10848,1081340710000,srobotnik pri vel. laščah
10849,2060090910000,sromlje
10850,2021670030023,srparska pot
10851,2110060100000,srpenica
10852,2041200850000,srževica
10853,1080610111094,stadionska ulica
10854,2021080160050,stadionska ulica
10855,2091310130012,stagne
10856,2090030200012,stagne
10857,1080430790000,stahovica
10858,1080370150000,staje
10859,2071301660000,stan
10860,2111830020011,standreška cesta
10861,2020690260000,stanečka vas
10862,2010630340035,staneta rozmana ulica
10863,2021530130000,stanetinci
10864,2011160220000,stanetinci
10865,2041330240073,stanetova cesta
10866,2061100810028,stanetova ulica
10867,2040110030190,stanetova ulica
10868,2021130220015,stanetova ulica
10869,1080610280000,stanežiče
10870,2120500410122,staničev trg
10871,2110440100009,staničeva ulica
10872,1080610111095,staničeva ulica
10873,2091220420000,staniše
10874,2010310120000,stanjevci
10875,2060090920000,stankovo
10876,2021720100000,stanošina
10877,2110460270000,stanovišče
10878,2020870610000,stanovno
10879,2021130950000,stanovsko
10880,2041330240074,stantetova ulica
10881,2020700200501,stantetova ulica
10882,1080390320016,stantetova ulica
10883,1080610111096,stantetova ulica
10884,2071210270000,stara bučka
10885,2070481110000,stara cerkev
10886,2010630560000,stara cesta
10887,1081400040017,stara cesta
10888,1080210070012,stara cesta
10889,1080230250008,stara cesta
10890,2040110030191,stara cesta
10891,2070851910014,stara cesta
10892,1080640090047,stara cesta
10893,2090120050007,stara cesta
10894,2070730370031,stara cesta
10895,2071090440032,stara cesta
10896,1081400190059,stara cesta
10897,2090820050013,stara cesta
10898,2090520140106,stara cesta
10899,2100130450015,stara cesta
10900,2021600120026,stara cesta
10901,2091220510025,stara cesta
10902,2040110030192,stara dečkova cesta
10903,2020260050027,stara drava
10904,2090040200000,stara fužina
10905,2110840410000,stara gora
10906,2011160230000,stara gora
10907,2021480090000,stara gora
10908,2071090440033,stara gora
10909,2071301670000,stara gora
10910,2021180130000,stara gora pri šentilju
10911,1080601170000,stara gora pri vel.gabru
10912,1080610111097,stara ježica
10913,2070170930000,stara lipa
10914,2091220430000,stara loka
10915,2011660140000,stara nova vas
10916,2090270590000,stara oselica
10917,1080720030056,stara pot
10918,1080640090048,stara pot
10919,2021600040028,stara pot
10920,2020260050028,stara pot
10921,2120190050012,stara pot
10922,2110840390018,stara pot
10923,1080430800000,stara sela
10924,1080610111098,stara slovenska ulica
10925,2100910220000,stara sušica
10926,2021180010013,stara ulica
10927,2120500410123,stara ulica
10928,2010800010013,stara ulica
10929,2010800060054,stara ulica
10930,2020700140006,stara ulica
10931,2031030180016,stara ulica
10932,2100940300000,stara vas
10933,2060090930000,stara vas-bizeljsko
10934,1081400160000,stara vrhnika
10935,1080610111099,stare črnuče
10936,2040570550015,stare ogeče
10937,2031750090012,stare sledi
10938,2041140420000,stare slemene
10939,2071570260000,stare žage
10940,1080601240014,staretov trg
10941,1080610111100,staretova ulica
10942,2090520140107,staretova ulica
10943,1080230100058,staretova ulica
10944,1080230070015,staretova ulica
10945,1080230260008,staretova ulica
10946,1080720030057,staretova ulica
10947,2070481120000,stari breg
10948,2040990170000,stari dvor
10949,2060541520000,stari grad
10950,2021130960000,stari grad
10951,2060541530000,stari grad v podbočju
10952,2070660140000,stari kot
10953,2070852050007,stari ljuben
10954,2070481130000,stari log
10955,2021130970000,stari log
10956,2031120120045,stari trg
10957,1080390990000,stari trg
10958,2011880030013,stari trg
10959,1080610111101,stari trg
10960,2041140210010,stari trg
10961,2031120140000,stari trg
10962,2041140360028,stari trg
10963,2010630340036,stari trg
10964,2071301880031,stari trg
10965,2071301180010,stari trg
10966,2041330240075,stari trg
10967,2070170940000,stari trg ob kolpi
10968,2071090480000,starihov vrh
10969,2040110030193,starihova ulica
10970,2070851380007,starine
10971,2070481140000,staro brezje
10972,2071190460010,staro sejmišče
10973,2110460280000,staro selo
10974,2100380490000,starod
10975,2040990150017,starograjska ulica
10976,2020450130000,starošince
10977,1080080010021,starovaška cesta
10978,2091470170039,starovaška cesta
10979,2041900290023,starovaška ulica
10980,2091470170040,starožirovska cesta
10981,2021150060000,starše
10982,2071930380000,stavča vas
10983,2010290420000,stavešinci
10984,2010290430000,stavešinski vrh
10985,1080430810000,stebljevek
10986,2020700200476,stefanova ulica
10987,2040110030194,stegenškova ulica
10988,2020700270021,stegenškova ulica
10989,2040570290027,stegenškova ulica
10990,1080430850026,stegne
10991,1080610111102,stegne
10992,1080770380000,stegne
10993,2071301680000,stehanja vas
10994,2041070050015,steklarska ulica
10995,2041060240035,steklarska ulica
10996,1080430230073,steletova cesta
10997,1080610111103,steletova ulica
10998,1080720030058,steletova ulica
10999,2071650460000,stelnik
11000,2041370070000,stenica
11001,2020700200477,stephensonova ulica
11002,2021130870050,stepišnikova ulica
11003,2060540850050,stermeckijeva ulica
11004,1080610111104,sternadova ulica
11005,1081400180013,sternenova cesta
11006,2020700200478,sternenova ulica
11007,1080610111105,sternenova ulica
11008,2040110030195,sternenova ulica
11009,2110840420000,steske
11010,1080391000000,stična
11011,2020700200479,stiplovškova ulica
11012,2060090120067,stiplovškova ulica
11013,2091220440000,stirpnik
11014,1080610111106,stiška ulica
11015,2090120180000,stiška vas
11016,2100940210039,stjenkova ulica
11017,2120500410124,stjenkova ulica
11018,2111830010014,stjenkova ulica
11019,1080230100059,stobovska cesta
11020,2010290440000,stogovci
11021,2020690270000,stogovci
11022,2060090940000,stojanski vrh
11023,2021680070000,stojnci
11024,2020700160007,stolni vrh
11025,1080430820000,stolnik
11026,2060541540000,stolovnik
11027,1080610111107,stolpniška ulica
11028,2110010330000,stomaž
11029,2040570620000,stopce
11030,2041200860000,stopče
11031,1081340720000,stope
11032,2020690280000,stoperce
11033,2070851890000,stopiče
11034,2041890100000,stopnik
11035,2111280560000,stopnik
11036,2071210280000,stopno
11037,2021130980000,stopno
11038,1081400190060,storžev grič
11039,2090520140108,storžiška ulica
11040,2090520140109,stošičeva ulica
11041,1080610111108,stoženska ulica
11042,1080610111109,stožice
11043,2090820100000,strahinj
11044,1080370160000,strahomer
11045,2021720110000,strajna
11046,2100940310000,strane
11047,2041440180000,stranice
11048,2060541550000,stranje
11049,2041240600000,stranje
11050,2071301690000,stranje pri dobrniču
11051,2071210290000,stranje pri škocjanu
11052,2071301700000,stranje pri velikem gabru
11053,1081400180014,stranska cesta
11054,2091170080013,stranska pot
11055,1080610111110,stranska pot
11056,1080640090049,stranska pot
11057,2090410220017,stranska pot
11058,1080320170055,stranska pot i
11059,1080320170056,stranska pot ii
11060,1080320170057,stranska pot iii
11061,1080230100060,stranska ulica
11062,2021600040029,stranska ulica
11063,2020700200480,stranska ulica
11064,2021690040014,stranska ulica
11065,2070851900000,stranska vas
11066,2071930500008,stranska vas
11067,1080210370000,stranska vas
11068,1080391010000,stranska vas ob višnjici
11069,2071090490000,stranska vas pri semiču
11070,2021130990000,stranske makole
11071,1080601180000,stranski vrh
11072,2070851320114,straška cesta
11073,2041200870000,straška gorca
11074,2071301710000,straža
11075,1080680440000,straža
11076,2090410230014,straža
11077,2110140240000,straža
11078,2041200880000,straža na gori
11079,2041390490000,straža pri dolu
11080,2060541560000,straža pri krškem
11081,1080770390000,straža pri moravčah
11082,2041390500000,straža pri novi cerkvi
11083,2021710170000,straža pri oplotnici
11084,2060541570000,straža pri raki
11085,1080610111111,stražarjeva ulica
11086,2020580530000,straže
11087,2030760050008,straže
11088,2020450140000,stražgonjca
11089,2041390510000,stražica
11090,2100130530000,stražišče
11091,2031030200000,stražišče
11092,2031750130000,stražišče
11093,2090520140110,stražiška ulica
11094,2070851320115,stražna
11095,2070170950000,stražnji vrh
11096,2020700200481,stražunska ulica
11097,2011560020000,strehovci
11098,2020240100000,strejaci
11099,2070851920000,strelac
11100,2021680080000,strelci
11101,2020700200482,streliška cesta
11102,2110840260032,streliška pot
11103,1080610111112,streliška ulica
11104,2070851320116,streliška ulica
11105,2070480470044,streliška ulica
11106,1080430230074,streliška ulica
11107,2100940210040,streliška ulica
11108,2090410230015,strelska ulica
11109,2040570630000,strensko
11110,2110460100011,stresova ulica
11111,2020870620000,strezetina
11112,1081340830015,stritarjeva cesta
11113,1080320170058,stritarjeva cesta
11114,2041330240076,stritarjeva cesta
11115,2020960160194,stritarjeva pot
11116,1080230430026,stritarjeva ulica
11117,2040110030196,stritarjeva ulica
11118,2041060240036,stritarjeva ulica
11119,1080230070016,stritarjeva ulica
11120,2020700200483,stritarjeva ulica
11121,2041900380037,stritarjeva ulica
11122,2120500410125,stritarjeva ulica
11123,1080610111113,stritarjeva ulica
11124,2060540850051,stritarjeva ulica
11125,2110840110007,stritarjeva ulica
11126,2090520140111,stritarjeva ulica
11127,2060090120068,stritarjeva ulica
11128,2100940210041,stritarjeva ulica
11129,2070851320117,stritarjeva ulica
11130,2100380150025,stritarjeva ulica
11131,2110010010026,stritarjeva ulica
11132,2020870630000,strjanci
11133,1081340730000,strletje
11134,2021180010014,strma cesta
11135,2041440200021,strma cesta
11136,2020580250026,strma pot
11137,2021670030024,strma pot
11138,2040110030197,strma pot
11139,2071090440034,strma pot
11140,2060540850052,strma pot
11141,2070730370032,strma pot
11142,2070851320118,strma pot
11143,2100380150026,strma pot
11144,2071040130008,strma pot
11145,2110840320003,strma pot
11146,2120400050027,strma pot
11147,2120500410126,strma pot
11148,2010290060041,strma ulica
11149,2020700180031,strma ulica
11150,2021600120027,strma ulica
11151,2021130740010,strma ulica
11152,2020260050029,strma ulica
11153,2040990150018,strma ulica
11154,2021780050023,strma ulica
11155,2021600080024,strma ulica
11156,2020700200484,strma ulica
11157,2021710130012,strma ulica
11158,2041060240037,strma ulica
11159,2041070050016,strma ulica
11160,2071790180010,strmca
11161,2040570640000,strmca
11162,2100940320000,strmca
11163,2101500300000,strmca
11164,2110440130007,strmec
11165,2040670110000,strmec
11166,1080601190000,strmec
11167,1081340740000,strmec
11168,1080610111114,strmec
11169,2110360310000,strmec
11170,2110060110000,strmec na predelu
11171,2041550080000,strmec nad dobrno
11172,2020180240000,strmec pri destrniku
11173,2021350320000,strmec pri leskovcu
11174,2020870640000,strmec pri ormožu
11175,2020240110000,strmec pri polenšaku
11176,2041060290000,strmec pri sv. florijanu
11177,1080610111115,strmeckijeva ulica
11178,1080610111116,strmi pot
11179,1080640090050,strmica
11180,2091220450000,strmica
11181,2060541580000,strmo rebro
11182,2041070050017,strmolska ulica
11183,2090520140181,strmov
11184,2021690040015,strmška ulica
11185,2020450150000,strnišče
11186,1080610111117,strniševa cesta
11187,2010630580000,stročja vas
11188,2070851320119,strojarska pot
11189,2091470170041,strojarska ulica
11190,1080610111519,strojeva ulica
11191,2070880170000,strojiči
11192,2031030210000,strojna
11193,1080610111119,strossmayerjeva ulica
11194,2020700200485,strossmayerjeva ulica
11195,2041240610000,strtenica
11196,2041140430000,strtenik
11197,2021131010000,strug
11198,1080610111120,strugarska ulica
11199,2010970190000,strukovci
11200,1080610111121,strupijevo nabrežje
11201,2071040640025,struška ulica
11202,2090520140112,struževo
11203,2071650470000,stružnica
11204,2091170080014,stružnikova pot
11205,2061100880000,stržišče
11206,2111280570000,stržišče
11207,2030740030024,stržovo
11208,2021080160051,stubiška ulica
11209,2100380500000,studena gora
11210,1080430830000,studenca
11211,2041900280000,studence
11212,2050340160002,studence
11213,2091020430000,studenčice
11214,1080710190000,studenčice
11215,1080390320017,studenec
11216,2091220510009,studenec
11217,2061100890000,studenec
11218,1080610111122,studenec
11219,2071301720000,studenec
11220,2100940330000,studenec
11221,2101500310000,studenec na blokah
11222,1080230360000,studenec pri krtini
11223,2021131020000,studenice
11224,2091460200000,studeno
11225,2100940340000,studeno
11226,2101500320000,studeno na blokah
11227,2020700200486,studenška ulica
11228,2090270600000,studor
11229,2090040210000,studor v bohinju
11230,2041330240077,subotiška cesta
11231,2091220460000,suha
11232,2090520370000,suha pri predosljah
11233,2020960160135,suha veja
11234,2040570650000,suhadol
11235,2041140440000,suhadol
11236,1080610111123,suhadolčanova ulica
11237,1080601200000,suhadole
11238,1081640130000,suhadole
11239,2070481170000,suhi potok
11240,2010780260000,suhi vrh
11241,2031750100000,suhi vrh
11242,2041540100000,suho
11243,2021690030034,suhodolčanova ulica
11244,2070851930000,suhor
11245,2071650480000,suhor
11246,2071570270000,suhor pri dol. toplicah
11247,2100910230000,suhorje
11248,2090270610000,suša
11249,1080680450000,suša
11250,2100380510000,sušak
11251,1080391020000,sušica
11252,2021600100014,sušilniška ulica
11253,2071040700000,sušje
11254,2091220510026,suška cesta
11255,1081400190061,sušnikova cesta
11256,2030810030019,sušnikova ulica
11257,2091170080015,sušnikova ulica
11258,2110460290000,sužid
11259,2021810080000,sv. ana v slov. goricah
11260,2091220010000,sv. andrej
11261,2031010080000,sv. anton na pohorju
11262,2091220480000,sv. barbara
11263,2030250150000,sv. boštjan
11264,2030250160000,sv. danijel
11265,2030250170000,sv. duh
11266,2091220470000,sv. duh
11267,2021780090000,sv. duh na ostrem vrhu
11268,2040920320000,sv. ema
11269,2041060300000,sv. florijan
11270,2071040710000,sv. gregor
11271,2030810060000,sv. jernej nad muto
11272,2041070060000,sv. jurij
11273,2091460300000,sv. lenart
11274,2041740070000,sv. lovrenc
11275,2091220300000,sv. ožbolt
11276,2091220490000,sv. petra hrib
11277,2031410020000,sv. primož na pohorju
11278,2030810050000,sv. primož nad muto
11279,2091220520000,sv. tomaž
11280,2031010090000,sv. trije kralji
11281,2021480100000,sv. trije kralji v slov. gor.
11282,1080230400000,sv. trojica
11283,2031410030000,sv. vid
11284,2071301730000,sv. vrh
11285,2020700200487,svarunova ulica
11286,2021180140000,svečane
11287,2020550150000,svečina
11288,2020700060007,svenškova ulica
11289,2101500330000,sveta trojica
11290,1080430230075,svetčeva pot
11291,1080720030059,svetčeva ulica
11292,1080610111124,svetčeva ulica
11293,2091170080016,sveteljeva ulica
11294,2041200900000,svetelka
11295,2020700200488,svetelova ulica
11296,1080770400000,sveti andrej
11297,2101500340000,sveti duh
11298,2041140110000,sveti jernej
11299,2090520380000,sveti jošt nad kranjem
11300,2011050100000,sveti jurij
11301,2090120190000,sveti lenart
11302,2041240620000,sveti štefan
11303,2020870650000,sveti tomaž
11304,2100130540000,sveti vid
11305,2041270090000,svetina
11306,2020180250000,svetinci
11307,2071301740000,svetinja
11308,2041200920041,svetinova ulica
11309,2041270100000,svetli dol
11310,2070481190000,svetli potok
11311,2120490240000,sveto
11312,1080610111125,svetosavska ulica
11313,2020700200489,svetozarevska ulica
11314,2070170960000,svibnik
11315,2040990180000,svibno
11316,2061100900000,svinjsko
11317,2110460300000,svino
11318,2100380470004,sviščaki
11319,2070730520000,svržaki
11320,2020960160136,svržnjakova ulica
11321,2011760040000,šafarsko
11322,2071301750000,šahovec
11323,2010970200000,šalamenci
11324,2041330240078,šalek
11325,2041330240079,šaleška cesta
11326,2070851320120,šalijeva ulica
11327,2010630600000,šalinci
11328,2070481200000,šalka vas
11329,2010330080000,šalovci
11330,2020870660000,šalovci
11331,1080230430027,šaranovičeva cesta
11332,2040110030198,šaranovičeva ulica
11333,2020870670000,šardinje
11334,2120400080000,šared
11335,2110460100012,šarfova ulica
11336,2021080160052,šarhova pot
11337,1080610111127,šarhova ulica
11338,2021131230018,šarhova ulica
11339,2041440200022,šarhova ulica
11340,2020700200490,šarhova ulica
11341,2021130220016,šarhova ulica
11342,2031010040015,šarhova ulica
11343,2041900380038,šarhova ulica
11344,2041140360029,šarhova ulica
11345,2111280600025,šavlijeva ulica
11346,2050340170000,šavna peč
11347,2110840390019,ščedne
11348,2110840260033,ščedne
11349,1080601210000,ščit
11350,1081340830016,ščita
11351,1081340750000,ščurki
11352,2100130550000,ščurkovo
11353,2110140250000,šebrelje
11354,2110440180006,šebrjak
11355,2060541590000,šedem
11356,2041200910000,šedina
11357,2070851320121,šegova ulica
11358,2070660150000,šegova vas
11359,2100380520000,šembije
11360,2051420570003,šemnik
11361,2110840430000,šempas
11362,2110840370006,šempeterska cesta
11363,2090520140113,šempeterska ulica
11364,2041330200000,šenbric
11365,2041330240080,šenbriška cesta
11366,2091170110007,šenčurska pot
11367,2031750110000,šentanel
11368,2051420580000,šentgotard
11369,2030760090000,šentilj pod turjakom
11370,2021180150000,šentilj v slov. goricah
11371,2021180010015,šentiljska cesta
11372,2020700200491,šentiljska cesta
11373,2071190450000,šentjakob
11374,1080610111128,šentjakob
11375,2061100910000,šentjanž
11376,2040790170000,šentjanž
11377,2031410040000,šentjanž nad dravčami
11378,2041270110000,šentjanž nad štorami
11379,2030250180000,šentjanž pri dravogradu
11380,2070851320122,šentjernejska cesta
11381,2070851950000,šentjošt
11382,1080210380000,šentjošt nad horjulom
11383,2040110270000,šentjungert
11384,2061100920000,šentjur na polju
11385,2071700250000,šentjurij na dolenjskem
11386,1080391030000,šentjurje
11387,2051420590000,šentlambert
11388,2030760050009,šentlenart
11389,2060090120069,šentlenart
11390,2071301760000,šentlovrenc
11391,2021131030000,šentovec
11392,1080680460000,šentožbolt
11393,1080610290000,šentpavel
11394,1080391040000,šentpavel na dolenjskem
11395,1080230370000,šentpavel pri domžalah
11396,2070851380008,šentpeter
11397,2020700200492,šentpetrska ulica
11398,2040570660000,šentrupert
11399,2071301770000,šentrupert
11400,2041510170000,šentrupert
11401,2090120200000,šenturška gora
11402,2041240630000,šentvid pri grobelnem
11403,1080680470000,šentvid pri lukovici
11404,2041200930000,šentvid pri planini
11405,1080391050000,šentvid pri stični
11406,2041260080000,šentvid pri zavodnju
11407,2111280580000,šentviška gora
11408,2060090220006,šentviška pot
11409,1080610111129,šentviška ulica
11410,1081230090012,šeparjeva pot
11411,2041330240081,šercerjeva cesta
11412,2100380150027,šercerjeva cesta
11413,1080610111130,šercerjeva ulica
11414,2060541380018,šercerjeva ulica
11415,2040570290028,šercerjeva ulica
11416,2031120120046,šercerjeva ulica
11417,2040110030199,šercerjeva ulica
11418,2100130090027,šercerjeva ulica
11419,2091020340028,šercerjeva ulica
11420,2010800060055,šercerjevo naselje
11421,1080610111131,šerkova ulica
11422,2020960160137,šeronova ulica
11423,2041240640000,šerovo
11424,2020700200493,šerugova ulica
11425,1080230230005,šeskova ulica
11426,1080610111132,šestova ulica
11427,2070730370033,šestova ulica
11428,2041740080000,šešče pri preboldu
11429,2070480470045,šeškova ulica
11430,2071040640026,šeškova ulica
11431,2020580570000,šetarova
11432,1080710090040,šetinova ulica
11433,2091220500000,ševlje
11434,2071301780000,ševnica
11435,2120490250000,šibelji
11436,2041200940000,šibenik
11437,1080610111133,šibeniška ulica
11438,2110010010027,šibeniška ulica
11439,1080610111134,šifrerjeva ulica
11440,2020450160000,šikole
11441,2100910250000,šilentabor
11442,2041900380039,šilihova ulica
11443,2020700200494,šilihova ulica
11444,2020700200495,šimkova ulica
11445,2110840110008,šinigojska ulica
11446,1080610111135,šinkov štradon
11447,1081380100000,šinkov turn
11448,2020870600015,šinkova ulica
11449,2070170970000,šipek
11450,1080430230076,šipkova ulica
11451,2040570670000,širje
11452,1080601220000,širmanski hrib
11453,1080601230000,široka set
11454,2021780050024,široka ulica
11455,1080610111136,šišenska cesta
11456,2090950100009,šiška
11457,2090520140114,šiškovo naselje
11458,2041140450000,škalce
11459,2041330210000,škale
11460,2041140360030,škalska cesta
11461,2041330240082,škalska cesta
11462,2041330220000,škalske cirkovce
11463,1081340760000,škamevec
11464,2040110030200,škapinova ulica
11465,2041540110000,škarnice
11466,2071301180011,škarpa
11467,2041140460000,škedenj
11468,2070730530000,škemljevec
11469,2021080160053,škerbotova ulica
11470,1080610111137,škerjančeva ulica
11471,1080610111138,škerljeva ulica
11472,2051420600000,šklendrovec
11473,1080320470000,škocjan
11474,1080230380000,škocjan
11475,2071210300000,škocjan
11476,2120190270000,škocjan
11477,2120500410127,škocjanska pot
11478,2100130450016,škocjanska pot
11479,2040570680000,škofce
11480,2120490260000,škofi
11481,2041240650000,škofija
11482,2040920180004,škofja gora
11483,2051290130000,škofja riža
11484,2040110280000,škofja vas
11485,1081380140021,škofjeloška cesta
11486,2090520140115,škofjeloška cesta
11487,1080710090041,škofjeloška cesta
11488,2041390610024,škoflekova ulica
11489,1080391060000,škoflje
11490,2120190280000,škoflje
11491,1080610111139,škofova ulica
11492,2070851320123,školova ulica
11493,2071301790000,škovec
11494,2061100930000,škovec
11495,2091460290010,škovine
11496,2101500350000,škrabče
11497,2071040640038,škrabčev trg
11498,1080610111140,škrabčeva ulica
11499,2070851320124,škrabčeva ulica
11500,2110840260034,škrabčeva ulica
11501,1080610111141,škrabov štradon
11502,2071040720000,škrajnek
11503,2120490270000,škrbina
11504,2071570070010,škrile
11505,2070481210000,škrilj
11506,1080370170000,škrilje
11507,2070730540000,škrilje
11508,1080391070000,škrjanče
11509,2071301800000,škrjanče
11510,2070851970000,škrjanče pri novem mestu
11511,1080230390000,škrjančevo
11512,2071301810000,škrljevo
11513,2090520140116,škrlovec
11514,1081340770000,škrlovica
11515,2101500360000,škufče
11516,2040110030201,škvarčeva ulica
11517,2020700200496,šlajmerjeva ulica
11518,1080610111142,šlajmerjeva ulica
11519,1080430230077,šlakarjev prehod
11520,1080430230078,šlakarjeva pot
11521,2041900380040,šlandrov trg
11522,1080770190010,šlandrova cesta
11523,2041330240083,šlandrova cesta
11524,2041260090019,šlandrova pot
11525,2041060240038,šlandrova ulica
11526,2021130750015,šlandrova ulica
11527,1080230300012,šlandrova ulica
11528,1080610111143,šlandrova ulica
11529,2010290060042,šlebingerjev breg
11530,1080610111144,šlosarjeva ulica
11531,1080710090042,šlosarjeva ulica
11532,2110070380000,šlovrenc
11533,1080710090043,šmalčeva ulica
11534,2071190470000,šmalčja vas
11535,2100650530000,šmarata
11536,2061100940000,šmarčna
11537,2110010340000,šmarje
11538,2071190480000,šmarje
11539,2070851320125,šmarješka cesta
11540,2070851980000,šmarješke toplice
11541,2040570550016,šmarjeta
11542,2070851990000,šmarjeta
11543,2040110290000,šmarjeta pri celju
11544,2090520140117,šmarjetna gora
11545,1080610111145,šmarna gora
11546,1080610111146,šmarnogorska pot
11547,1081230150019,šmarska cesta
11548,1080600650038,šmarska cesta
11549,2061100810029,šmarska cesta
11550,2031120120047,šmarska cesta
11551,2120500410128,šmarska cesta
11552,2041330240084,šmarška cesta
11553,1080610111147,šmartinska cesta
11554,2041330230000,šmartinske cirkovce
11555,2090120210000,šmartno
11556,1080610111148,šmartno
11557,2110070390000,šmartno
11558,2021131040000,šmartno na pohorju
11559,2040830110000,šmartno ob dreti
11560,2041250090000,šmartno ob paki
11561,2031120150000,šmartno pri slovenj gradcu
11562,2040110300000,šmartno v rožni dolini
11563,1080430860000,šmartno v tuhinju
11564,2041510180000,šmatevž
11565,2071301820000,šmaver
11566,2110840450000,šmaver
11567,2090520140118,šmidova ulica
11568,2021690030035,šmigočeva ulica
11569,2100910240000,šmihel
11570,2040570690000,šmihel
11571,2110840460000,šmihel
11572,2070851320126,šmihel
11573,2040790180000,šmihel nad mozirjem
11574,2100940350000,šmihel pod nanosom
11575,2071930390000,šmihel pri žužemberku
11576,2040790090023,šmihelska cesta
11577,2070851320127,šmihelska cesta
11578,2040110120018,šmiklavška cesta
11579,2031120160000,šmiklavž
11580,2070850420010,šmiklavž
11581,2040300060000,šmiklavž
11582,2040110310000,šmiklavž pri škofji vasi
11583,2070850490010,šmiškovci
11584,2040570700000,šmohor
11585,2020700200497,šnoflova ulica
11586,2020700200498,šnuderlova ulica
11587,2091020170021,šobčeva cesta
11588,2020700420000,šober
11589,2060540850053,šoferska ulica
11590,2040300040010,šokat
11591,2060540870015,šolarska pot
11592,2041330240085,šolnova ulica
11593,1081400070020,šolska cesta
11594,2030760050010,šolska cesta
11595,2070850420011,šolska cesta
11596,2041440200023,šolska cesta
11597,2060540090014,šolska cesta
11598,2070851380009,šolska cesta
11599,1080640090051,šolska pot
11600,2040990150019,šolska pot
11601,2020260050030,šolska pot
11602,2030740030025,šolska pot
11603,1080430230079,šolska ulica
11604,1080230070017,šolska ulica
11605,2020700200499,šolska ulica
11606,1080080010022,šolska ulica
11607,2020700180019,šolska ulica
11608,1080230340006,šolska ulica
11609,2021690010010,šolska ulica
11610,1080230100061,šolska ulica
11611,2021130870086,šolska ulica
11612,1080720030060,šolska ulica
11613,2021710130013,šolska ulica
11614,1080230160015,šolska ulica
11615,2021131230020,šolska ulica
11616,1081340830017,šolska ulica
11617,2040790090024,šolska ulica
11618,1081400040018,šolska ulica
11619,2021600120028,šolska ulica
11620,2010100190007,šolska ulica
11621,2060540850054,šolska ulica
11622,2021080160054,šolska ulica
11623,2030810030020,šolska ulica
11624,2020870600016,šolska ulica
11625,2091310300023,šolska ulica
11626,2071040640027,šolska ulica
11627,2031120120048,šolska ulica
11628,2021670030025,šolska ulica
11629,2110840390020,šolska ulica
11630,2091220510027,šolska ulica
11631,2041140210011,šolska ulica
11632,2021780050025,šolska ulica
11633,2051420680025,šolska ulica
11634,2110360270012,šolska ulica
11635,2070851320128,šolska ulica
11636,2041140360031,šolska ulica
11637,2090520140119,šolska ulica
11638,2120400040059,šolska ulica
11639,2041900290024,šolska ulica
11640,2060090120070,šolska ulica
11641,2070170140027,šolska ulica
11642,2070730370034,šolska ulica
11643,2071040130009,šolska ulica
11644,2090030140009,šolska ulica
11645,2090950100010,šolska ulica
11646,2120500410177,šolska ulica
11647,2010800060056,šolsko naselje
11648,2021180160000,šomat
11649,2090520140120,šorlijeva ulica
11650,2041070050018,šorlijeva ulica
11651,1080610111149,španova pot
11652,2041330240086,špeglova ulica
11653,2070170980000,špeharji
11654,2020700200500,špelina ulica
11655,2021080160055,špengova ulica
11656,2091020340029,špicarjeva ulica
11657,2020550160000,špičnik
11658,2090520140121,špikova ulica
11659,2021130870053,špindlerjeva ulica
11660,2020960160138,špindlerjeva ulica
11661,2051420760000,špital
